Live Site Product Name,Live Site SKU,Live Site Price,Local Product Name,Local SKU,Local Price,Match Status,Notes
"Mahindra Thar 2020+ Cross Scanning Function Tail Lamps (Smoked)",,,"Mahindra Thar 2020+ Cross Scanning Function Tail Lamps (Smoked)",,8638,To verify,
"Mahindra Thar 2020+ Cross Scanning Function Tail Lamps (Smoked)",,,"Mahindra Thar 2020+ Cross Scanning Function Tail Lamps (Smoked)",,8638,To verify,
"Mahindra Thar 2020+ LED Tail Light V3",,,"Mahindra Thar 2020+ LED Tail Light V3",,10214,To verify,
"Mahindra Thar 2020+ LED Tail Light V3",,,"Mahindra Thar 2020+ LED Tail Light V3",,10214,To verify,
"Mahindra Thar UFO LED Roof Marker Lights",,,"Mahindra Thar UFO LED Roof Marker Lights",,2500,To verify,
"Mahindra Thar UFO LED Roof Marker Lights",,,"Mahindra Thar UFO LED Roof Marker Lights",,2500,To verify,
"Mahindra Thar X Tail lights",,,"Mahindra Thar X Tail lights",,13000,To verify,
"Mahindra Thar X Tail lights",,,"Mahindra Thar X Tail lights",,13000,To verify,
"Maruti Suzuki Brezza 2016-20 Lambo Style Smoke LED Tail Lights with Matrix Indicator",,,"Maruti Suzuki Brezza 2016-20 Lambo Style Smoke LED Tail Lights with Matrix Indicator",,16900,To verify,
"Maruti Suzuki Brezza 2016-20 Lambo Style Smoke LED Tail Lights with Matrix Indicator",,,"Maruti Suzuki Brezza 2016-20 Lambo Style Smoke LED Tail Lights with Matrix Indicator",,16900,To verify,
"Maruti Suzuki Fronx Connecting Tail Light",,,"Maruti Suzuki Fronx Connecting Tail Light",,16640,To verify,
"Maruti Suzuki Fronx Connecting Tail Light",,,"Maruti Suzuki Fronx Connecting Tail Light",,16640,To verify,
"Mercedes W205 GLC Air Vent Ambient Light Kit – 3‑Color LED for C-Class W205 & GLC X253",,,"Mercedes W205 GLC Air Vent Ambient Light Kit – 3‑Color LED for C-Class W205 & GLC X253",,31500,To verify,
"Mercedes W205 GLC Air Vent Ambient Light Kit – 3‑Color LED for C-Class W205 & GLC X253",,,"Mercedes W205 GLC Air Vent Ambient Light Kit – 3‑Color LED for C-Class W205 & GLC X253",,31500,To verify,
"New GR style Headlights for toyota hilux",,,"New GR style Headlights for toyota hilux",,61000,To verify,
